sp004-000001_KS_11	अभ्यर्थ्येति
sp004-000779_KS_12	सः त्रिदशेश्वरः इन्द्रः भक्त्या
sp004-000780_KS_12	भक्तिपूर्वकम् इत्यर्थः
sp004-000781_KS_12	अनेके त्रयः ये लोकाः तेषाम् एक एव नमस्क्रियायाम् अर्हः
sp004-000782_KS_12	उचितः तथोक्तम् तम् महेश्वरम् नमस्कृत्य उपपदविभक्तेः कारकविभक्तिः बलीयसी इत्युक्तेः द्वितीया
sp004-000783_KS_12	परमम् अत्यन्तम् पवित्रम् विशदम् कृतार्थतायाः कृतकृत्यत्वस्य पात्रम् स्थानम् बभूव
sp004-000784_KS_12	महेन्द्रः महेश्वरम् प्रणम्य कृतकृत्यः अभूत् इत्यर्थः
sp004-000785_KS_12	सुभक्तीति
sp004-000786_KS_12	ततः अनन्तरम्
sp004-000787_KS_12	सुभक्तिम् भजन्ति तेषाम्
sp004-000788_KS_12	भजोण्विः इति ण्विः
sp004-000789_KS_12	सुराणाम् इन्द्रातिरिक्तानाम् सुराणाम् गणाः
sp004-000790_KS_12	गणानाम् प्रमथप्रभृतीनाम् पुरतः अग्रे
sp004-000791_KS_12	अनेन मर्यादातिरिक्तकरणस्य दुर्विधेयत्वम् उक्तम्
sp004-000792_KS_12	पादपीठस्य चरणाधारपीठविशेषस्य प्रान्तक्षितिः समीपभूमिः ताम् अधि अधिकृत्य
sp004-000793_KS_12	आधारभूताम् कृत्वा इत्यर्थः
sp004-000794_KS_12	अत्र अधिशब्देन अधिकरणम् आधारः
sp004-000795_KS_12	स च औपश्लेषिकः
sp004-000796_KS_12	अव्ययानाम् आकृतिगणत्वात् अधिशब्दः अत्र अधिकरणपर्यायः अव्ययम्
sp004-000797_KS_12	अन्यथा मान्तत्त्वम् अन्वेषणीयम्
sp004-000798_KS_12	नम्रतरैः शिरोभिः पुरारिम् महेश्वरम् क्रमतः क्रमेण प्रणेमुः नमश्चक्रुः
sp004-000799_KS_12	गणेति
sp004-000800_KS_12	सुरेन्द्रः
sp004-000801_KS_12	गणेन केनचित् उपनीते
sp004-000802_KS_12	प्रभुशासनेन इति शेषः
sp004-000803_KS_12	तथा हेममये सुवर्णमये शुभासने प्रभुणा हरेण उपदिष्टः आरोढुम् आज्ञप्तः सन्
sp004-000804_KS_12	पुरस्तात् प्रभोः अग्रत एव उपविश्य स्थित्वा प्रकृष्टाम् मुदम् हर्षम् प्राप
sp004-000805_KS_12	तथा हि
sp004-000806_KS_12	प्रभुप्रसादः प्रभुकर्तृकः अनुग्रहः कस्य अनुगस्य मुदे प्रीत्यै न भवति
sp004-000807_KS_12	अपि तु सर्वस्यापि इति काक्वा व्याख्येयम्
sp004-000808_KS_12	क्रमेणेति
sp004-000809_KS_12	ईश्वरेण महेश्वरेण क्रमेण अनुक्रमतः अन्येऽपि च समग्राः सुराः
sp004-000810_KS_12	सस्मितम् सप्रसादव्यञ्जकहासम् यथा तथा विलोकनेन सम्भाविताः आदृताः
sp004-000811_KS_12	अत एव तोषविशेषम् सन्तोषाधिक्यम् आप्ताः प्राप्ताः सन्तः
sp004-000812_KS_12	तस्य प्रभोः दृग्गोचरे दृष्टिविषये उपाविशन् तस्थुः
sp004-000813_KS_12	यथा युगपदेव भगवान् सर्वान् अवलोकयेत् तथैव सर्वे तस्थुः इत्यर्थः
sp004-000814_KS_12	अथेति
sp004-000815_KS_12	अथ देवः हरः बलवैरी इन्द्रः सः मुख्यः येषु तथाभूतान् गीर्वाणवर्गान् देवसमूहान्
sp004-000816_KS_12	असुरेण तारकेण अभिभूतान् जितान् अत एव ध्वस्तश्रियः
sp004-000817_KS_12	नष्टलक्ष्मीकान् अत एव श्रान्तम् खिन्नम् मुखम् येषाम्
