sp002-000001_KS_04	मूर्च्छिता रतिः इत्युक्तम्
sp002-001019_RV_02	बाहुम् सवज्रम् शक्रस्य कुद्धस्य अस्तम्भयत्प्रभुः इति महाभारते
sp002-001020_RV_02	संरुद्धेति
sp002-001021_RV_02	हे मृगेन्द्र संरुद्धचेष्टस्य प्रतिबद्धव्यापारस्य मम तद्वचः कामम् हास्यम् परिहसनीयम्
sp002-001022_RV_02	यद्वचः स त्वम् मदीयेन शरीरवृत्तिम् इत्यादिकम् अहम् विवक्षुः वक्तुमिच्छुः अस्मि
sp002-001023_RV_02	तर्हि तूष्णीम् स्थीयतामित्याशङ्क्य ईश्वरकिङ्करत्वात् सर्वज्ञम् त्वाम् प्रति न हास्यमित्याह अन्तीरति
sp002-001024_RV_02	हि यस्मात् कारणात् भवान्प्राणभृताम् अन्तर्गतम् हृद्गतम् वाग्वृत्त्या बहिरप्रकाशितमेव सर्वम् भावम् वेद वेत्ति
sp002-001025_RV_02	विदो लटो वेति णलादेशः
sp002-001026_RV_02	भवान् योगेन प्रथमपुरुष प्रयोगः अतः अभिधास्ये वक्ष्यामि
sp002-001027_RV_02	वच इति प्रकृतम् कर्म सम्बध्यते
sp002-001028_RV_02	अन्ये तु ईदृग्वचनमाकर्ण्य असम्भावितार्थमेतत् इति अपहसन्ति
sp002-001029_RV_02	अतस्तत्र मौनमेव भूषणम्
sp002-001030_RV_02	त्वम् तु वाङ्मनसयोरप्येकविध एव अयमिति जानासि
sp002-001031_RV_02	अतो अभिधास्ये यद्वचोऽहम् विवक्षुः अस्मि तत् इत्यर्थः
sp002-001032_RV_02	मान्य इति
sp002-001033_RV_02	स्थावराणाम् तरुशैलादीनाम् जङ्गमानाम् मनुष्यादीनाम् च सर्गस्थितिप्रत्यवहार हेतुः
sp002-001034_RV_02	सर्गः सृष्टिः स्थितिः पालनम् प्रत्यवहारः प्रलयः तेषाम् हेतुः स ईश्वरः मे मान्यः पूज्यः
sp002-001035_RV_02	अलङ्घ्यशासन इत्यर्थः
sp002-001036_RV_02	शासनम् च सिंहत्वमङ्ङ्कागतसत्त्ववृत्ति इत्यादि उक्तरूपम्
sp002-001037_RV_02	तर्हि विसृज्य गम्यतामित्यत आह
sp002-001038_RV_02	गुरोरिति
sp002-001039_RV_02	पुरस्तात् अग्रे नश्यदिदम् आहिताग्नेः गुरोः धनम् गोरूपम् अनुपेक्षणीयम्
sp002-001040_RV_02	आहिताग्नेरिति विशेषणेन अनुपेक्षाकारणम् हविः साधनत्वम् च सूचयति
sp002-001041_RV_02	स इति
sp002-001042_RV_02	सः अङ्कागतसत्त्ववृत्तिः त्वम् मदीयेन देहेन शरीर वृत्तिम् जीवनम् निर्वर्तयितुम् प्रसीद
sp002-001043_RV_02	दिनावसाने सांयकाले उत्सुको मम माता आगमिष्यतीति उत्कण्ठितः
sp002-001044_RV_02	वबालवत्सो यस्याः सा महर्षेरियम् धेनु विसृज्यताम्
sp002-001045_RV_02	अथेति
sp002-001046_RV_02	अथ भूतेश्वरपार्श्ववर्ती अनुचरः स सिंहः गिरेः गह्वराणाम् गुहानाम्
sp002-001047_RV_02	देवखातबिले गुहा गह्वरमित्यमरः
sp002-001048_RV_02	अन्धकारम् ध्वान्तम् दंष्ट्रयोः मयूखैः कान्तिभिः शकलानि खण्डानि कुर्वन् निरस्यन्नित्यर्थः
sp002-001049_RV_02	किञ्चित् विहस्य अर्थपतिम् नृपम् भूयः बभाषे
sp002-001050_RV_02	हासकारणम् अल्पस्य हेतोर्बहुहातुमिच्छन् इत्यादिकम् वक्ष्यमाणम् द्रष्टव्यम्
sp002-001051_RV_02	एकातपत्रमिति
sp002-001052_RV_02	एकातपत्रम् एकाच्छत्रम् जगतः प्रभुत्वम् स्वामित्वम् नवम् वयः यौवनम्
sp002-001053_RV_02	इदम् कान्तम् रमणीयम् वपुश्च
sp002-001054_RV_02	इति एवम् बहु
